ID,Manul Aspect,Aspect,Polarity,Summary,Review,Flag,Manul Aspect
2577,Amenities+Location,charging location,positive,Perfect pit stop,"Buc-cees mania...what more can I say? This was my first time experiencing the praline, bbq, beaver nugget hysteria. Just be sure you're prepared for the submersion of full fledged Buc-cee's experience after sitting in a car for hours in solitude.",0,
2578,Price+Cost,price,neutral,Standard prices,"Buc-cees mania...what more can I say? This was my first time experiencing the praline, bbq, beaver nugget hysteria. Just be sure you're prepared for the submersion of full fledged Buc-cee's experience after sitting in a car for hours in solitude.",0,
2579,Customer Service,customer service,positive,Friendly staff,"Buc-cees mania...what more can I say? This was my first time experiencing the praline, bbq, beaver nugget hysteria. Just be sure you're prepared for the submersion of full fledged Buc-cee's experience after sitting in a car for hours in solitude.",0,
2580,Ease of use,user interface,positive,Nice and clean,"Nice, clean and super friendly. This is a very amazing establishment. Gas, food, gifts, pretty much anything you can think of, and more.",0,
2581,Accessibility+Availability ,availability,positive,Super friendly establishment,"Nice, clean and super friendly. This is a very amazing establishment. Gas, food, gifts, pretty much anything you can think of, and more.",0,
2582,Amenities+Location,amenities,positive,"Gas, food, gifts, anything you can think of","Nice, clean and super friendly. This is a very amazing establishment. Gas, food, gifts, pretty much anything you can think of, and more.",0,
2583,patment Option,payment option,negative,Hidden fees and overcharging,"While the stations work and are clean, the company behind them is the exact opposite. Hidden fees, broken app and holds placed on your bank account that don't go away well after they take their payment. The charge cost claims $.30 a minute. Whole I was there for only 20 minutes, my final cost was over $11. But 20x.3=6, so where did this extra 5 dollar charge come from? According to the final screen it wasn't a 5 dollar tax and it doesn't go into specifics either. No receipt sent via email, no paper receipt and no receipt in the app. Seriously, need to rip people of for a couple extra bucks for choosing to not go to a free charger is only going to drive them to the free chargers. User beware, you may end up paying for more than to are getting here.",0,
2584,Accessibility+Availability ,availability,negative,No receipt or explanation of charges,"While the stations work and are clean, the company behind them is the exact opposite. Hidden fees, broken app and holds placed on your bank account that don't go away well after they take their payment. The charge cost claims $.30 a minute. Whole I was there for only 20 minutes, my final cost was over $11. But 20x.3=6, so where did this extra 5 dollar charge come from? According to the final screen it wasn't a 5 dollar tax and it doesn't go into specifics either. No receipt sent via email, no paper receipt and no receipt in the app. Seriously, need to rip people of for a couple extra bucks for choosing to not go to a free charger is only going to drive them to the free chargers. User beware, you may end up paying for more than to are getting here.",0,
2585,Price+Cost,price,negative,Overcharged and unclear pricing,"While the stations work and are clean, the company behind them is the exact opposite. Hidden fees, broken app and holds placed on your bank account that don't go away well after they take their payment. The charge cost claims $.30 a minute. Whole I was there for only 20 minutes, my final cost was over $11. But 20x.3=6, so where did this extra 5 dollar charge come from? According to the final screen it wasn't a 5 dollar tax and it doesn't go into specifics either. No receipt sent via email, no paper receipt and no receipt in the app. Seriously, need to rip people of for a couple extra bucks for choosing to not go to a free charger is only going to drive them to the free chargers. User beware, you may end up paying for more than to are getting here.",0,
2586,Reliability+Maintenance,reliability,positive,Stations work and are clean,"While the stations work and are clean, the company behind them is the exact opposite. Hidden fees, broken app and holds placed on your bank account that don't go away well after they take their payment. The charge cost claims $.30 a minute. Whole I was there for only 20 minutes, my final cost was over $11. But 20x.3=6, so where did this extra 5 dollar charge come from? According to the final screen it wasn't a 5 dollar tax and it doesn't go into specifics either. No receipt sent via email, no paper receipt and no receipt in the app. Seriously, need to rip people of for a couple extra bucks for choosing to not go to a free charger is only going to drive them to the free chargers. User beware, you may end up paying for more than to are getting here.",0,
2587,Customer Service,customer service,negative,Broken app and poor customer service,"While the stations work and are clean, the company behind them is the exact opposite. Hidden fees, broken app and holds placed on your bank account that don't go away well after they take their payment. The charge cost claims $.30 a minute. Whole I was there for only 20 minutes, my final cost was over $11. But 20x.3=6, so where did this extra 5 dollar charge come from? According to the final screen it wasn't a 5 dollar tax and it doesn't go into specifics either. No receipt sent via email, no paper receipt and no receipt in the app. Seriously, need to rip people of for a couple extra bucks for choosing to not go to a free charger is only going to drive them to the free chargers. User beware, you may end up paying for more than to are getting here.",0,
2588,Accessibility+Availability ,infrastructure,positive,"Quick charging, working chargers","Quick charge, area is still little under construction. But Chargers worked",0,
2589,Accessibility+Availability ,availability,positive,Chargers available despite construction,"Quick charge, area is still little under construction. But Chargers worked",0,
2590,Speed+Efficiency ,efficiency,positive,"Quick charging, efficient use of time","Quick charge, area is still little under construction. But Chargers worked",0,
2591,Ease of use,user interface,positive,Easy to use,It’s litttt,0,
2592,Speed+Efficiency ,efficiency,positive,Fast charging,It’s litttt,0,
2593,Amenities+Location,amenities,positive,Great facilities,It’s litttt,0,
2594,Speed+Efficiency ,charging speed,negative,need faster charging,Good charge station but need to give little faster and have to go some promotion,0,
2595,Customer Service,customer service,positive,good charge station,Good charge station but need to give little faster and have to go some promotion,0,
2596,Ease of use,user interface,negative,Difficult to start charging,"ALERT! Be aware that, not only does ChargePoint charges an additional $5.00 on your credit card on the first purchase (my bill was $22.75 (01:29:00 + 00:01:00 idle time to disconnect ;-(  ) CP made 2 charges; 1 for $10 00 + 1 for $20.00), but depending on the state, they can bill either by the kWh used. Or, by the minute (much more expensive).

Now that I'm aware of CP charging an additional $5.00, I decided to add $2.25, or so (out of $2.75 credit).

After all, why should they be allowed to keep more of my money than they already are?

But, when I pulled up to the first charging station, it took me several minutes to get to the point on the app to, Start Charging. :-(

Once I got it hooked up, and going, all was going OK. Yay!

But, after a few seconds, I noticed a, Not Charging, message. :-(

So, rather than fight that station again, I moved my car to the next one.

And, finally! Got this station working, and added, $2.29 (about 12 miles) to the my EV.

Now, to be honest, these public charging stations are great while traveling. However, depending on the state, regular gas vehicles can be cheaper to fill up.

But, for driving around town, and despite the long time needed to charge on a 110V outlet (12 hours gave me 45 miles. The cost? $0.84! Yes, only eightyfour cents!).

So, for gas vs home electric costs, EVs are a much better deal. Though, still cost prohibitive for many people (starting at around $38,000, and can exceed $250,000).

But, prices are dropping (just like the first Plasma 40"" set was $14,999.99). And, in a few years, EV prices are expected to be under $30K for the lower end models

My EV recommends leaving it plugged in. But, because I live in an open Duplex community, I don't want to risk someone stealing my charger.",0,
2597,patment Option,payment option,negative,Additional charges and confusing billing,"ALERT! Be aware that, not only does ChargePoint charges an additional $5.00 on your credit card on the first purchase (my bill was $22.75 (01:29:00 + 00:01:00 idle time to disconnect ;-(  ) CP made 2 charges; 1 for $10 00 + 1 for $20.00), but depending on the state, they can bill either by the kWh used. Or, by the minute (much more expensive).

Now that I'm aware of CP charging an additional $5.00, I decided to add $2.25, or so (out of $2.75 credit).

After all, why should they be allowed to keep more of my money than they already are?

But, when I pulled up to the first charging station, it took me several minutes to get to the point on the app to, Start Charging. :-(

Once I got it hooked up, and going, all was going OK. Yay!

But, after a few seconds, I noticed a, Not Charging, message. :-(

So, rather than fight that station again, I moved my car to the next one.

And, finally! Got this station working, and added, $2.29 (about 12 miles) to the my EV.

Now, to be honest, these public charging stations are great while traveling. However, depending on the state, regular gas vehicles can be cheaper to fill up.

But, for driving around town, and despite the long time needed to charge on a 110V outlet (12 hours gave me 45 miles. The cost? $0.84! Yes, only eightyfour cents!).

So, for gas vs home electric costs, EVs are a much better deal. Though, still cost prohibitive for many people (starting at around $38,000, and can exceed $250,000).

But, prices are dropping (just like the first Plasma 40"" set was $14,999.99). And, in a few years, EV prices are expected to be under $30K for the lower end models

My EV recommends leaving it plugged in. But, because I live in an open Duplex community, I don't want to risk someone stealing my charger.",0,
2598,Accessibility+Availability ,availability,positive,Great for traveling,"ALERT! Be aware that, not only does ChargePoint charges an additional $5.00 on your credit card on the first purchase (my bill was $22.75 (01:29:00 + 00:01:00 idle time to disconnect ;-(  ) CP made 2 charges; 1 for $10 00 + 1 for $20.00), but depending on the state, they can bill either by the kWh used. Or, by the minute (much more expensive).

Now that I'm aware of CP charging an additional $5.00, I decided to add $2.25, or so (out of $2.75 credit).

After all, why should they be allowed to keep more of my money than they already are?

But, when I pulled up to the first charging station, it took me several minutes to get to the point on the app to, Start Charging. :-(

Once I got it hooked up, and going, all was going OK. Yay!

But, after a few seconds, I noticed a, Not Charging, message. :-(

So, rather than fight that station again, I moved my car to the next one.

And, finally! Got this station working, and added, $2.29 (about 12 miles) to the my EV.

Now, to be honest, these public charging stations are great while traveling. However, depending on the state, regular gas vehicles can be cheaper to fill up.

But, for driving around town, and despite the long time needed to charge on a 110V outlet (12 hours gave me 45 miles. The cost? $0.84! Yes, only eightyfour cents!).

So, for gas vs home electric costs, EVs are a much better deal. Though, still cost prohibitive for many people (starting at around $38,000, and can exceed $250,000).

But, prices are dropping (just like the first Plasma 40"" set was $14,999.99). And, in a few years, EV prices are expected to be under $30K for the lower end models

My EV recommends leaving it plugged in. But, because I live in an open Duplex community, I don't want to risk someone stealing my charger.",0,
2599,Price+Cost,price,positive,Cheaper than gas for home charging,"ALERT! Be aware that, not only does ChargePoint charges an additional $5.00 on your credit card on the first purchase (my bill was $22.75 (01:29:00 + 00:01:00 idle time to disconnect ;-(  ) CP made 2 charges; 1 for $10 00 + 1 for $20.00), but depending on the state, they can bill either by the kWh used. Or, by the minute (much more expensive).

Now that I'm aware of CP charging an additional $5.00, I decided to add $2.25, or so (out of $2.75 credit).

After all, why should they be allowed to keep more of my money than they already are?

But, when I pulled up to the first charging station, it took me several minutes to get to the point on the app to, Start Charging. :-(

Once I got it hooked up, and going, all was going OK. Yay!

But, after a few seconds, I noticed a, Not Charging, message. :-(

So, rather than fight that station again, I moved my car to the next one.

And, finally! Got this station working, and added, $2.29 (about 12 miles) to the my EV.

Now, to be honest, these public charging stations are great while traveling. However, depending on the state, regular gas vehicles can be cheaper to fill up.

But, for driving around town, and despite the long time needed to charge on a 110V outlet (12 hours gave me 45 miles. The cost? $0.84! Yes, only eightyfour cents!).

So, for gas vs home electric costs, EVs are a much better deal. Though, still cost prohibitive for many people (starting at around $38,000, and can exceed $250,000).

But, prices are dropping (just like the first Plasma 40"" set was $14,999.99). And, in a few years, EV prices are expected to be under $30K for the lower end models

My EV recommends leaving it plugged in. But, because I live in an open Duplex community, I don't want to risk someone stealing my charger.",0,
2600,Compatibility+Connectivity ,charging compatibility/connectivity,positive,Works with my EV,"ALERT! Be aware that, not only does ChargePoint charges an additional $5.00 on your credit card on the first purchase (my bill was $22.75 (01:29:00 + 00:01:00 idle time to disconnect ;-(  ) CP made 2 charges; 1 for $10 00 + 1 for $20.00), but depending on the state, they can bill either by the kWh used. Or, by the minute (much more expensive).

Now that I'm aware of CP charging an additional $5.00, I decided to add $2.25, or so (out of $2.75 credit).

After all, why should they be allowed to keep more of my money than they already are?

But, when I pulled up to the first charging station, it took me several minutes to get to the point on the app to, Start Charging. :-(

Once I got it hooked up, and going, all was going OK. Yay!

But, after a few seconds, I noticed a, Not Charging, message. :-(

So, rather than fight that station again, I moved my car to the next one.

And, finally! Got this station working, and added, $2.29 (about 12 miles) to the my EV.

Now, to be honest, these public charging stations are great while traveling. However, depending on the state, regular gas vehicles can be cheaper to fill up.

But, for driving around town, and despite the long time needed to charge on a 110V outlet (12 hours gave me 45 miles. The cost? $0.84! Yes, only eightyfour cents!).

So, for gas vs home electric costs, EVs are a much better deal. Though, still cost prohibitive for many people (starting at around $38,000, and can exceed $250,000).

But, prices are dropping (just like the first Plasma 40"" set was $14,999.99). And, in a few years, EV prices are expected to be under $30K for the lower end models

My EV recommends leaving it plugged in. But, because I live in an open Duplex community, I don't want to risk someone stealing my charger.",0,
2601,Speed+Efficiency ,efficiency,positive,Added 12 miles for only $2.29,"ALERT! Be aware that, not only does ChargePoint charges an additional $5.00 on your credit card on the first purchase (my bill was $22.75 (01:29:00 + 00:01:00 idle time to disconnect ;-(  ) CP made 2 charges; 1 for $10 00 + 1 for $20.00), but depending on the state, they can bill either by the kWh used. Or, by the minute (much more expensive).

Now that I'm aware of CP charging an additional $5.00, I decided to add $2.25, or so (out of $2.75 credit).

After all, why should they be allowed to keep more of my money than they already are?

But, when I pulled up to the first charging station, it took me several minutes to get to the point on the app to, Start Charging. :-(

Once I got it hooked up, and going, all was going OK. Yay!

But, after a few seconds, I noticed a, Not Charging, message. :-(

So, rather than fight that station again, I moved my car to the next one.

And, finally! Got this station working, and added, $2.29 (about 12 miles) to the my EV.

Now, to be honest, these public charging stations are great while traveling. However, depending on the state, regular gas vehicles can be cheaper to fill up.

But, for driving around town, and despite the long time needed to charge on a 110V outlet (12 hours gave me 45 miles. The cost? $0.84! Yes, only eightyfour cents!).

So, for gas vs home electric costs, EVs are a much better deal. Though, still cost prohibitive for many people (starting at around $38,000, and can exceed $250,000).

But, prices are dropping (just like the first Plasma 40"" set was $14,999.99). And, in a few years, EV prices are expected to be under $30K for the lower end models

My EV recommends leaving it plugged in. But, because I live in an open Duplex community, I don't want to risk someone stealing my charger.",0,
2602,Accessibility+Availability ,accessibility,negative,Risk of charger theft in open community,"ALERT! Be aware that, not only does ChargePoint charges an additional $5.00 on your credit card on the first purchase (my bill was $22.75 (01:29:00 + 00:01:00 idle time to disconnect ;-(  ) CP made 2 charges; 1 for $10 00 + 1 for $20.00), but depending on the state, they can bill either by the kWh used. Or, by the minute (much more expensive).

Now that I'm aware of CP charging an additional $5.00, I decided to add $2.25, or so (out of $2.75 credit).

After all, why should they be allowed to keep more of my money than they already are?

But, when I pulled up to the first charging station, it took me several minutes to get to the point on the app to, Start Charging. :-(

Once I got it hooked up, and going, all was going OK. Yay!

But, after a few seconds, I noticed a, Not Charging, message. :-(

So, rather than fight that station again, I moved my car to the next one.

And, finally! Got this station working, and added, $2.29 (about 12 miles) to the my EV.

Now, to be honest, these public charging stations are great while traveling. However, depending on the state, regular gas vehicles can be cheaper to fill up.

But, for driving around town, and despite the long time needed to charge on a 110V outlet (12 hours gave me 45 miles. The cost? $0.84! Yes, only eightyfour cents!).

So, for gas vs home electric costs, EVs are a much better deal. Though, still cost prohibitive for many people (starting at around $38,000, and can exceed $250,000).

But, prices are dropping (just like the first Plasma 40"" set was $14,999.99). And, in a few years, EV prices are expected to be under $30K for the lower end models

My EV recommends leaving it plugged in. But, because I live in an open Duplex community, I don't want to risk someone stealing my charger.",0,
2603,Accessibility+Availability ,infrastructure,positive,Multiple working plugs available,Has 2 J1772 plugs and 2 Tesla plugs. All working as of 2-4-22.,0,
2604,Compatibility+Connectivity ,charging compatibility/connectivity,positive,Both J1772 and Tesla plugs available,Has 2 J1772 plugs and 2 Tesla plugs. All working as of 2-4-22.,0,
2605,Ease of use,user interface,negative,No mention in feedback,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2606,Queue+Waiting Time,queue/waiting time,negative,No mention in feedback,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2607,Safety,safety,negative,No mention in feedback,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2608,patment Option,payment option,positive,Found a charge point charger with standard level 2,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2609,Ease of use,ease of use,positive,Found a charge point charger with standard level 2,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2610,Compatibility+Connectivity ,charging compatibility/connectivity,negative,No mention in feedback,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2611,Accessibility+Availability ,availability,positive,Found a charge point charger with standard level 2,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2612,Accessibility+Availability ,infrastructure,positive,Found a charge point charger with standard level 2,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2613,Speed+Efficiency ,efficiency,positive,Found a charge point charger with standard level 2,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2614,Amenities+Location,amenities,positive,Will patronize Walgreens,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2615,Reliability+Maintenance,reliability,positive,Found a charge point charger with standard level 2,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2616,Accessibility+Availability ,accessibility,positive,Found a charge point charger with standard level 2,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2617,Price+Cost,price,negative,No mention in feedback,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2618,Reliability+Maintenance,maintenance,negative,No mention in feedback,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2619,Accessibility+Availability ,functionality,negative,No standard level 2 charger for Leaf,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2620,Compatibility+Connectivity ,capacity,negative,No mention in feedback,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2621,Customer Service,customer service,positive,Will patronize Walgreens,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2622,Amenities+Location,charging location,positive,Will patronize Walgreens,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2623,Speed+Efficiency ,charging speed,negative,No mention in feedback,"No standard level 2 charger for Leaf. I don't use Chadmo connection since overtime will damage battery. On Google maps found Walgreens with a charge point charger which have standard level 2.
Thank goodness. Will patronize Walgreens (8 miles away) via Google maps (search for ev chargers) because of this. Funny strange, that this location is not on the chargepoint website.",0,
2624,Accessibility+Availability ,infrastructure,positive,efficient and reliable,"ELECTRIFY AMERICA, powering the future!!",0,
2625,Customer Service,customer service,positive,excellent customer support,"ELECTRIFY AMERICA, powering the future!!",0,
2626,Amenities+Location,charging location,positive,easy to find and use,"ELECTRIFY AMERICA, powering the future!!",0,
2627,Speed+Efficiency ,charging speed,positive,fast and efficient,"ELECTRIFY AMERICA, powering the future!!",0,
2628,Price+Cost,price,positive,affordable and reasonable,"ELECTRIFY AMERICA, powering the future!!",0,
2629,Amenities+Location,amenities,positive,clean and comfortable,"ELECTRIFY AMERICA, powering the future!!",0,
2630,Compatibility+Connectivity ,charging compatibility/connectivity,positive,works with all types of cars,"ELECTRIFY AMERICA, powering the future!!",0,
2631,Reliability+Maintenance,reliability,positive,dependable and consistent,"ELECTRIFY AMERICA, powering the future!!",0,
2632,Speed+Efficiency ,charging speed,negative,"slow delivery, faulty card reader","Chademo only delivers 21kw, too slow. The card reader screen for chademo is down.",0,
2633,Accessibility+Availability ,infrastructure,negative,"limited chademo capacity, screen malfunction","Chademo only delivers 21kw, too slow. The card reader screen for chademo is down.",0,
2634,Ease of use,ease of use,positive,Convenient for continuing trip,Easy to use and provided the change I needed to continue my trip.,0,
2635,Accessibility+Availability ,accessibility,positive,Easy to use,Easy to use and provided the change I needed to continue my trip.,0,
2636,Accessibility+Availability ,infrastructure,positive,Convenient shopping while charging,Nice open clean area with shopping while you wait,0,
2637,Amenities+Location,amenities,positive,Clean and open charging area,Nice open clean area with shopping while you wait,0,
2638,Ease of use,user interface,positive,Easy to use,Good,0,
2639,Accessibility+Availability ,infrastructure,positive,Reliable and efficient,Good,0,
2640,Amenities+Location,amenities,positive,Great amenities available,Good,0,
2641,User-Interface+Mobile App,user interface,negative,highly confused,"This was our first experience with this charging. I was highly confused. However, I called the 800 number on the machine and got excellent 24/7 customer service. They talked me through it step by step. After that, it was easy and much less expensive than gasoline. 😁",0,
2642,Ease of use,customer service,positive,excellent 24/7 support,"This was our first experience with this charging. I was highly confused. However, I called the 800 number on the machine and got excellent 24/7 customer service. They talked me through it step by step. After that, it was easy and much less expensive than gasoline. 😁",0,
2643,Price+Cost,price,positive,much less expensive than gasoline,"This was our first experience with this charging. I was highly confused. However, I called the 800 number on the machine and got excellent 24/7 customer service. They talked me through it step by step. After that, it was easy and much less expensive than gasoline. 😁",0,
2644,Compatibility+Connectivity ,charging compatibility/connectivity,positive,Support for 150kw on 400v BEVs,"Although, would like to see 150kw supported for 400v BEVs...",0,
2645,Accessibility+Availability ,accessibility,negative,Blocked by ice vehicles and locked,Frequently blocked by ice vehicles and is locked.  Must be a hotel guest to get unlocked.,0,
2646,Customer Service,customer service,negative,Must be hotel guest to unlock,Frequently blocked by ice vehicles and is locked.  Must be a hotel guest to get unlocked.,0,
2647,User-Interface+Mobile App,user interface,positive,Appreciated the availability,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2648,Compatibility+Connectivity ,queue/waiting time,positive,Very few charging stations in the area,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2649,Safety,safety,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2650,patment Option,payment option,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2651,Ease of use,ease of use,negative,Cord for charging plug was short,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2652,Compatibility+Connectivity ,charging compatibility/connectivity,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2653,Accessibility+Availability ,availability,positive,VERY few charging stations in the area,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2654,Accessibility+Availability ,infrastructure,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2655,Speed+Efficiency ,efficiency,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2656,Amenities+Location,amenities,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2657,Reliability+Maintenance,reliability,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2658,Accessibility+Availability ,accessibility,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2659,Price+Cost,price,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2660,Reliability+Maintenance,maintenance,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2661,Accessibility+Availability ,functionality,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2662,Compatibility+Connectivity ,capacity,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2663,Customer Service,customer service,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2664,Accessibility+Availability ,charging location,positive,Appreciated the availability,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2665,Speed+Efficiency ,charging speed,neutral,No mention,"One of VERY few charging stations in this area - much appreciated! Only tricky part - the cord for the fact charging plug in was short, requires moving vehicle as close as possible to stretch.",0,
2666,User-Interface+Mobile App,user interface,negative,Confusing location information,"These are not locked, other review stating they are is confusing this location with the other one down the road at other hotel.",0,
2667,Accessibility+Availability ,availability,positive,Not locked,"These are not locked, other review stating they are is confusing this location with the other one down the road at other hotel.",0,
2668,User-Interface+Mobile App,user interface,negative,prefer Chargepoint-like system,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2669,Queue+Waiting Time,queue/waiting time,negative,have to wait for hotel staff,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2670,patment Option,payment option,negative,have to pay at hotel front desk,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2671,Ease of use,ease of use,negative,locked with padlock,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
